source	target	relation	type	attributes
LEM::компенсация::NOUN	LEM::что::PRON	nsubj	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""nsubj"", ""count"": 2, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""364076\"", \""row_idx\"": 8, \""sent_id\"": \""8\"", \""head_idx\"": 3, \""dep_idx\"": 1}, {\""article_id\"": \""364076\"", \""row_idx\"": 9, \""sent_id\"": \""9\"", \""head_idx\"": 3, \""dep_idx\"": 1}]""}"
LEM::компенсация::NOUN	LEM::компенсация::NOUN	ROOT	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""ROOT"", ""count"": 2, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""364076\"", \""row_idx\"": 8, \""sent_id\"": \""8\"", \""head_idx\"": 3, \""dep_idx\"": 3}, {\""article_id\"": \""364076\"", \""row_idx\"": 9, \""sent_id\"": \""9\"", \""head_idx\"": 3, \""dep_idx\"": 3}]""}"
LEM::компенсация::NOUN	LEM::приобретение::NOUN	nmod	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""nmod"", ""count"": 2, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""364076\"", \""row_idx\"": 8, \""sent_id\"": \""8\"", \""head_idx\"": 3, \""dep_idx\"": 4}, {\""article_id\"": \""364076\"", \""row_idx\"": 9, \""sent_id\"": \""9\"", \""head_idx\"": 3, \""dep_idx\"": 4}]""}"
INST::364076::0::0::7::покупку	LEM::покупка::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::364076::0::0::7::покупку	INST::364076::0::0::9::товаров	nmod	dep	"{""type"": ""dep"", ""label"": ""nmod"", ""occurrences"": [""{\""article_id\"": \""364076\"", \""row_idx\"": 0, \""sent_id\"": \""0\"", \""head_idx\"": 7, \""dep_idx\"": 9}""]}"
INST::364076::0::0::7::покупку	INST::364076::0::0::10::семьям	iobj	dep	"{""type"": ""dep"", ""label"": ""iobj"", ""occurrences"": [""{\""article_id\"": \""364076\"", \""row_idx\"": 0, \""sent_id\"": \""0\"", \""head_idx\"": 7, \""dep_idx\"": 10}""]}"
INST::364076::0::0::7::покупку	INST::364076::0::0::8::детских	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""364076\"", \""row_idx\"": 0, \""sent_id\"": \""0\"", \""i\"": 7}""]}"
LEM::покупка::NOUN	LEM::товар::NOUN	nmod	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""nmod"", ""count"": 4, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""364076\"", \""row_idx\"": 0, \""sent_id\"": \""0\"", \""head_idx\"": 7, \""dep_idx\"": 9}, {\""article_id\"": \""364076\"", \""row_idx\"": 1, \""sent_id\"": \""1\"", \""head_idx\"": 6, \""dep_idx\"": 8}, {\""article_id\"": \""364076\"", \""row_idx\"": 3, \""sent_id\"": \""3\"", \""head_idx\"": 6, \""dep_idx\"": 8}, {\""article_id\"": \""364076\"", \""row_idx\"": 7, \""sent_id\"": \""7\"", \""head_idx\"": 7, \""dep_idx\"": 9}]""}"
LEM::покупка::NOUN	LEM::семья::NOUN	iobj	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""iobj"", ""count"": 3, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""364076\"", \""row_idx\"": 0, \""sent_id\"": \""0\"", \""head_idx\"": 7, \""dep_idx\"": 10}, {\""article_id\"": \""364076\"", \""row_idx\"": 1, \""sent_id\"": \""1\"", \""head_idx\"": 6, \""dep_idx\"": 9}, {\""article_id\"": \""364076\"", \""row_idx\"": 3, \""sent_id\"": \""3\"", \""head_idx\"": 6, \""dep_idx\"": 9}]""}"
LEM::покупка::NOUN	LEM::портал::NOUN	nmod	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""nmod"", ""count"": 1, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""364076\"", \""row_idx\"": 1, \""sent_id\"": \""1\"", \""head_idx\"": 6, \""dep_idx\"": 13}]""}"
INST::364076::0::0::8::детских	LEM::детский::ADJ	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::364076::0::0::8::детских	INST::364076::0::0::9::товаров	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""364076\"", \""row_idx\"": 0, \""sent_id\"": \""0\"", \""i\"": 8}""]}"
INST::364076::0::0::9::товаров	LEM::товар::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::364076::0::0::9::товаров	INST::364076::0::0::8::детских	amod	dep	"{""type"": ""dep"", ""label"": ""amod"", ""occurrences"": [""{\""article_id\"": \""364076\"", \""row_idx\"": 0, \""sent_id\"": \""0\"", \""head_idx\"": 9, \""dep_idx\"": 8}""]}"
INST::364076::0::0::9::товаров	INST::364076::0::0::10::семьям	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""364076\"", \""row_idx\"": 0, \""sent_id\"": \""0\"", \""i\"": 9}""]}"
LEM::товар::NOUN	LEM::детский::ADJ	amod	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""amod"", ""count"": 7, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""364076\"", \""row_idx\"": 0, \""sent_id\"": \""0\"", \""head_idx\"": 9, \""dep_idx\"": 8}, {\""article_id\"": \""364076\"", \""row_idx\"": 1, \""sent_id\"": \""1\"", \""head_idx\"": 8, \""dep_idx\"": 7}, {\""article_id\"": \""364076\"", \""row_idx\"": 3, \""sent_id\"": \""3\"", \""head_idx\"": 8, \""dep_idx\"": 7}, {\""article_id\"": \""364076\"", \""row_idx\"": 7, \""sent_id\"": \""7\"", \""head_idx\"": 9, \""dep_idx\"": 8}, {\""article_id\"": \""364076\"", \""row_idx\"": 8, \""sent_id\"": \""8\"", \""head_idx\"": 6, \""dep_idx\"": 5}]""}"
INST::364076::0::0::10::семьям	LEM::семья::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::364076::0::0::10::семьям	INST::364076::0::0::13::детьми	nmod	dep	"{""type"": ""dep"", ""label"": ""nmod"", ""occurrences"": [""{\""article_id\"": \""364076\"", \""row_idx\"": 0, \""sent_id\"": \""0\"", \""head_idx\"": 10, \""dep_idx\"": 13}""]}"
INST::364076::0::0::10::семьям	INST::364076::0::0::11::5	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""364076\"", \""row_idx\"": 0, \""sent_id\"": \""0\"", \""i\"": 10}""]}"
LEM::семья::NOUN	LEM::ребёнок::NOUN	nmod	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""nmod"", ""count"": 3, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""364076\"", \""row_idx\"": 0, \""sent_id\"": \""0\"", \""head_idx\"": 10, \""dep_idx\"": 13}, {\""article_id\"": \""364076\"", \""row_idx\"": 1, \""sent_id\"": \""1\"", \""head_idx\"": 9, \""dep_idx\"": 12}, {\""article_id\"": \""364076\"", \""row_idx\"": 3, \""sent_id\"": \""3\"", \""head_idx\"": 9, \""dep_idx\"": 12}]""}"
LEM::семья::NOUN	LEM::ребёнок::NOUN	conj	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""conj"", ""count"": 12, ""doc_freq"": 3, ""samples"": ""[{\""article_id\"": \""448586\"", \""row_idx\"": 182, \""sent_id\"": \""182\"", \""head_idx\"": 9, \""dep_idx\"": 10}, {\""article_id\"": \""448586\"", \""row_idx\"": 190, \""sent_id\"": \""190\"", \""head_idx\"": 7, \""dep_idx\"": 8}, {\""article_id\"": \""449347\"", \""row_idx\"": 221, \""sent_id\"": \""221\"", \""head_idx\"": 9, \""dep_idx\"": 10}, {\""article_id\"": \""449347\"", \""row_idx\"": 222, \""sent_id\"": \""222\"", \""head_idx\"": 9, \""dep_idx\"": 10}, {\""article_id\"": \""449347\"", \""row_idx\"": 224, \""sent_id\"": \""224\"", \""head_idx\"": 12, \""dep_idx\"": 13}]""}"
LEM::семья::NOUN	LEM::родиться::VERB	acl:relcl	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""acl:relcl"", ""count"": 2, ""doc_freq"": 2, ""samples"": ""[{\""article_id\"": \""364076\"", \""row_idx\"": 2, \""sent_id\"": \""2\"", \""head_idx\"": 3, \""dep_idx\"": 5}, {\""article_id\"": \""370716\"", \""row_idx\"": 38, \""sent_id\"": \""38\"", \""head_idx\"": 4, \""dep_idx\"": 6}]""}"
LEM::семья::NOUN	LEM::которой::PRON	acl:relcl	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""acl:relcl"", ""count"": 1, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""364076\"", \""row_idx\"": 4, \""sent_id\"": \""4\"", \""head_idx\"": 3, \""dep_idx\"": 4}]""}"
LEM::семья::NOUN	LEM::многодетный::ADJ	amod	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""amod"", ""count"": 23, ""doc_freq"": 4, ""samples"": ""[{\""article_id\"": \""364076\"", \""row_idx\"": 7, \""sent_id\"": \""7\"", \""head_idx\"": 6, \""dep_idx\"": 5}, {\""article_id\"": \""364076\"", \""row_idx\"": 8, \""sent_id\"": \""8\"", \""head_idx\"": 8, \""dep_idx\"": 7}, {\""article_id\"": \""364076\"", \""row_idx\"": 9, \""sent_id\"": \""9\"", \""head_idx\"": 8, \""dep_idx\"": 7}, {\""article_id\"": \""364076\"", \""row_idx\"": 10, \""sent_id\"": \""10\"", \""head_idx\"": 8, \""dep_idx\"": 7}, {\""article_id\"": \""370716\"", \""row_idx\"": 40, \""sent_id\"": \""40\"", \""head_idx\"": 3, \""dep_idx\"": 2}]""}"
LEM::семья::NOUN	LEM::мочь::VERB	acl:relcl	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""acl:relcl"", ""count"": 2, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""364076\"", \""row_idx\"": 8, \""sent_id\"": \""8\"", \""head_idx\"": 8, \""dep_idx\"": 11}, {\""article_id\"": \""364076\"", \""row_idx\"": 9, \""sent_id\"": \""9\"", \""head_idx\"": 8, \""dep_idx\"": 10}]""}"
LEM::семья::NOUN	LEM::он::DET	det	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""det"", ""count"": 2, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""366817\"", \""row_idx\"": 13, \""sent_id\"": \""13\"", \""head_idx\"": 87, \""dep_idx\"": 86}, {\""article_id\"": \""366817\"", \""row_idx\"": 27, \""sent_id\"": \""27\"", \""head_idx\"": 8, \""dep_idx\"": 7}]""}"
LEM::семья::NOUN	LEM::деньга::NOUN	nmod	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""nmod"", ""count"": 2, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""366817\"", \""row_idx\"": 13, \""sent_id\"": \""13\"", \""head_idx\"": 87, \""dep_idx\"": 88}, {\""article_id\"": \""366817\"", \""row_idx\"": 27, \""sent_id\"": \""27\"", \""head_idx\"": 8, \""dep_idx\"": 9}]""}"
LEM::семья::NOUN	LEM::какой::DET	det	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""det"", ""count"": 2, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""370716\"", \""row_idx\"": 37, \""sent_id\"": \""37\"", \""head_idx\"": 2, \""dep_idx\"": 1}, {\""article_id\"": \""370716\"", \""row_idx\"": 53, \""sent_id\"": \""53\"", \""head_idx\"": 2, \""dep_idx\"": 1}]""}"
LEM::семья::NOUN	LEM::приёмный::ADJ	amod	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""amod"", ""count"": 2, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""370716\"", \""row_idx\"": 40, \""sent_id\"": \""40\"", \""head_idx\"": 23, \""dep_idx\"": 22}, {\""article_id\"": \""370716\"", \""row_idx\"": 49, \""sent_id\"": \""49\"", \""head_idx\"": 3, \""dep_idx\"": 2}]""}"
INST::364076::0::0::11::5	LEM::5::NUM	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::364076::0::0::11::5	INST::364076::0::0::12::более	conj	dep	"{""type"": ""dep"", ""label"": ""conj"", ""occurrences"": [""{\""article_id\"": \""364076\"", \""row_idx\"": 0, \""sent_id\"": \""0\"", \""head_idx\"": 11, \""dep_idx\"": 12}""]}"
INST::364076::0::0::11::5	INST::364076::0::0::12::более	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""364076\"", \""row_idx\"": 0, \""sent_id\"": \""0\"", \""i\"": 11}""]}"
LEM::5::NUM	LEM::более::ADV	conj	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""conj"", ""count"": 3, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""364076\"", \""row_idx\"": 0, \""sent_id\"": \""0\"", \""head_idx\"": 11, \""dep_idx\"": 12}, {\""article_id\"": \""364076\"", \""row_idx\"": 1, \""sent_id\"": \""1\"", \""head_idx\"": 10, \""dep_idx\"": 11}, {\""article_id\"": \""364076\"", \""row_idx\"": 3, \""sent_id\"": \""3\"", \""head_idx\"": 10, \""dep_idx\"": 11}]""}"
LEM::5::NUM	LEM::4::NUM	nummod:gov	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""nummod:gov"", ""count"": 1, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""449398\"", \""row_idx\"": 341, \""sent_id\"": \""341\"", \""head_idx\"": 10, \""dep_idx\"": 9}]""}"
INST::364076::0::0::12::более	LEM::более::ADV	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::364076::0::0::12::более	INST::364076::0::0::13::детьми	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""364076\"", \""row_idx\"": 0, \""sent_id\"": \""0\"", \""i\"": 12}""]}"
INST::364076::0::0::13::детьми	LEM::ребёнок::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::364076::0::0::13::детьми	INST::364076::0::0::11::5	nummod	dep	"{""type"": ""dep"", ""label"": ""nummod"", ""occurrences"": [""{\""article_id\"": \""364076\"", \""row_idx\"": 0, \""sent_id\"": \""0\"", \""head_idx\"": 13, \""dep_idx\"": 11}""]}"
LEM::ребёнок::NOUN	LEM::5::NUM	nummod	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""nummod"", ""count"": 4, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""364076\"", \""row_idx\"": 0, \""sent_id\"": \""0\"", \""head_idx\"": 13, \""dep_idx\"": 11}, {\""article_id\"": \""364076\"", \""row_idx\"": 1, \""sent_id\"": \""1\"", \""head_idx\"": 12, \""dep_idx\"": 10}, {\""article_id\"": \""364076\"", \""row_idx\"": 3, \""sent_id\"": \""3\"", \""head_idx\"": 12, \""dep_idx\"": 10}, {\""article_id\"": \""364076\"", \""row_idx\"": 11, \""sent_id\"": \""11\"", \""head_idx\"": 8, \""dep_idx\"": 7}]""}"
LEM::ребёнок::NOUN	LEM::весь::DET	det	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""det"", ""count"": 2, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""364076\"", \""row_idx\"": 1, \""sent_id\"": \""1\"", \""head_idx\"": 21, \""dep_idx\"": 20}, {\""article_id\"": \""364076\"", \""row_idx\"": 3, \""sent_id\"": \""3\"", \""head_idx\"": 19, \""dep_idx\"": 18}]""}"
LEM::ребёнок::NOUN	LEM::трое::NUM	nummod:gov	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""nummod:gov"", ""count"": 3, ""doc_freq"": 2, ""samples"": ""[{\""article_id\"": \""364076\"", \""row_idx\"": 2, \""sent_id\"": \""2\"", \""head_idx\"": 9, \""dep_idx\"": 7}, {\""article_id\"": \""364076\"", \""row_idx\"": 5, \""sent_id\"": \""5\"", \""head_idx\"": 5, \""dep_idx\"": 3}, {\""article_id\"": \""370716\"", \""row_idx\"": 38, \""sent_id\"": \""38\"", \""head_idx\"": 10, \""dep_idx\"": 8}]""}"
LEM::ребёнок::NOUN	LEM::усыновить::VERB	parataxis	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""parataxis"", ""count"": 3, ""doc_freq"": 2, ""samples"": ""[{\""article_id\"": \""364076\"", \""row_idx\"": 2, \""sent_id\"": \""2\"", \""head_idx\"": 9, \""dep_idx\"": 12}, {\""article_id\"": \""364076\"", \""row_idx\"": 5, \""sent_id\"": \""5\"", \""head_idx\"": 5, \""dep_idx\"": 8}, {\""article_id\"": \""370716\"", \""row_idx\"": 38, \""sent_id\"": \""38\"", \""head_idx\"": 10, \""dep_idx\"": 13}]""}"
LEM::ребёнок::NOUN	LEM::возраст::NOUN	nmod	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""nmod"", ""count"": 2, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""364076\"", \""row_idx\"": 2, \""sent_id\"": \""2\"", \""head_idx\"": 18, \""dep_idx\"": 19}, {\""article_id\"": \""364076\"", \""row_idx\"": 6, \""sent_id\"": \""6\"", \""head_idx\"": 3, \""dep_idx\"": 4}]""}"
LEM::ребёнок::NOUN	LEM::младший::ADJ	amod	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""amod"", ""count"": 2, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""370716\"", \""row_idx\"": 39, \""sent_id\"": \""39\"", \""head_idx\"": 7, \""dep_idx\"": 6}, {\""article_id\"": \""370716\"", \""row_idx\"": 43, \""sent_id\"": \""43\"", \""head_idx\"": 2, \""dep_idx\"": 1}]""}"
LEM::ребёнок::NOUN	LEM::учиться::VERB	acl:relcl	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""acl:relcl"", ""count"": 2, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""370716\"", \""row_idx\"": 39, \""sent_id\"": \""39\"", \""head_idx\"": 11, \""dep_idx\"": 13}, {\""article_id\"": \""370716\"", \""row_idx\"": 44, \""sent_id\"": \""44\"", \""head_idx\"": 1, \""dep_idx\"": 3}]""}"
LEM::ребёнок::NOUN	LEM::умереть::VERB	amod	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""amod"", ""count"": 2, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""370716\"", \""row_idx\"": 40, \""sent_id\"": \""40\"", \""head_idx\"": 6, \""dep_idx\"": 5}, {\""article_id\"": \""370716\"", \""row_idx\"": 46, \""sent_id\"": \""46\"", \""head_idx\"": 2, \""dep_idx\"": 1}]""}"
LEM::ребёнок::NOUN	LEM::находиться::VERB	acl	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""acl"", ""count"": 2, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""370716\"", \""row_idx\"": 40, \""sent_id\"": \""40\"", \""head_idx\"": 7, \""dep_idx\"": 8}, {\""article_id\"": \""370716\"", \""row_idx\"": 47, \""sent_id\"": \""47\"", \""head_idx\"": 1, \""dep_idx\"": 2}]""}"
LEM::ребёнок::NOUN	LEM::ребёнок::NOUN	conj	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""conj"", ""count"": 2, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""370716\"", \""row_idx\"": 40, \""sent_id\"": \""40\"", \""head_idx\"": 7, \""dep_idx\"": 11}, {\""article_id\"": \""370716\"", \""row_idx\"": 40, \""sent_id\"": \""40\"", \""head_idx\"": 7, \""dep_idx\"": 21}]""}"
LEM::ребёнок::NOUN	LEM::ребёнок::NOUN	ROOT	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""ROOT"", ""count"": 5, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""370716\"", \""row_idx\"": 46, \""sent_id\"": \""46\"", \""head_idx\"": 2, \""dep_idx\"": 2}, {\""article_id\"": \""370716\"", \""row_idx\"": 47, \""sent_id\"": \""47\"", \""head_idx\"": 1, \""dep_idx\"": 1}, {\""article_id\"": \""370716\"", \""row_idx\"": 48, \""sent_id\"": \""48\"", \""head_idx\"": 1, \""dep_idx\"": 1}, {\""article_id\"": \""370716\"", \""row_idx\"": 49, \""sent_id\"": \""49\"", \""head_idx\"": 1, \""dep_idx\"": 1}, {\""article_id\"": \""370716\"", \""row_idx\"": 51, \""sent_id\"": \""51\"", \""head_idx\"": 2, \""dep_idx\"": 2}]""}"
LEM::ребёнок::NOUN	LEM::ребёнок::NOUN	nmod	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""nmod"", ""count"": 4, ""doc_freq"": 2, ""samples"": ""[{\""article_id\"": \""447786\"", \""row_idx\"": 176, \""sent_id\"": \""176\"", \""head_idx\"": 4, \""dep_idx\"": 5}, {\""article_id\"": \""447786\"", \""row_idx\"": 178, \""sent_id\"": \""178\"", \""head_idx\"": 6, \""dep_idx\"": 7}, {\""article_id\"": \""448586\"", \""row_idx\"": 198, \""sent_id\"": \""198\"", \""head_idx\"": 6, \""dep_idx\"": 7}, {\""article_id\"": \""448586\"", \""row_idx\"": 199, \""sent_id\"": \""199\"", \""head_idx\"": 6, \""dep_idx\"": 7}]""}"
LEM::ребёнок::NOUN	LEM::лишить::VERB	acl:relcl	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""acl:relcl"", ""count"": 2, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""370716\"", \""row_idx\"": 40, \""sent_id\"": \""40\"", \""head_idx\"": 11, \""dep_idx\"": 15}, {\""article_id\"": \""370716\"", \""row_idx\"": 48, \""sent_id\"": \""48\"", \""head_idx\"": 1, \""dep_idx\"": 5}]""}"
LEM::ребёнок::NOUN	LEM::семья::NOUN	nmod	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""nmod"", ""count"": 3, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""370716\"", \""row_idx\"": 40, \""sent_id\"": \""40\"", \""head_idx\"": 21, \""dep_idx\"": 23}, {\""article_id\"": \""370716\"", \""row_idx\"": 49, \""sent_id\"": \""49\"", \""head_idx\"": 1, \""dep_idx\"": 3}, {\""article_id\"": \""370716\"", \""row_idx\"": 51, \""sent_id\"": \""51\"", \""head_idx\"": 2, \""dep_idx\"": 4}]""}"
LEM::ребёнок::NOUN	LEM::сколько::NUM	nummod:gov	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""nummod:gov"", ""count"": 2, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""370716\"", \""row_idx\"": 50, \""sent_id\"": \""50\"", \""head_idx\"": 2, \""dep_idx\"": 1}, {\""article_id\"": \""370716\"", \""row_idx\"": 51, \""sent_id\"": \""51\"", \""head_idx\"": 2, \""dep_idx\"": 1}]""}"
LEM::ребёнок::NOUN	LEM::фио::PROPN	conj	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""conj"", ""count"": 5, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""448586\"", \""row_idx\"": 180, \""sent_id\"": \""180\"", \""head_idx\"": 3, \""dep_idx\"": 4}, {\""article_id\"": \""448586\"", \""row_idx\"": 181, \""sent_id\"": \""181\"", \""head_idx\"": 7, \""dep_idx\"": 9}, {\""article_id\"": \""448586\"", \""row_idx\"": 186, \""sent_id\"": \""186\"", \""head_idx\"": 5, \""dep_idx\"": 6}, {\""article_id\"": \""448586\"", \""row_idx\"": 187, \""sent_id\"": \""187\"", \""head_idx\"": 5, \""dep_idx\"": 6}, {\""article_id\"": \""448586\"", \""row_idx\"": 196, \""sent_id\"": \""196\"", \""head_idx\"": 7, \""dep_idx\"": 9}]""}"
LEM::ребёнок::NOUN	LEM::имя::NOUN	conj	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""conj"", ""count"": 1, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""448586\"", \""row_idx\"": 194, \""sent_id\"": \""194\"", \""head_idx\"": 7, \""dep_idx\"": 9}]""}"
LEM::ребёнок::NOUN	LEM::несколько::NUM	nummod	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""nummod"", ""count"": 1, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""449398\"", \""row_idx\"": 343, \""sent_id\"": \""343\"", \""head_idx\"": 3, \""dep_idx\"": 2}]""}"
INST::364076::1::1::1::Подать	LEM::подать::VERB	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::364076::1::1::1::Подать	INST::364076::1::1::2::заявление	obj	dep	"{""type"": ""dep"", ""label"": ""obj"", ""occurrences"": [""{\""article_id\"": \""364076\"", \""row_idx\"": 1, \""sent_id\"": \""1\"", \""head_idx\"": 1, \""dep_idx\"": 2}""]}"
